"case_id","variant","replicate","terminal_state","locus","name","ai_position","differentiation_unit","claimed_visibility","claimed_intensity","touchpoint","mechanism","evidence_ids","gate_rationale","run_dir"
"case_008","minus_loop","1","PASS","AT_BACKSTAGE","Provenance Signal Engine","BACKSTAGE","COHORT","LOW","LOW","Cellar relations advisors, at the moment of preparing a rare vintage allocation proposal, through an internal inventory and collector intelligence dashboard invisible to the client","The system continuously ingests secondary market transaction data, auction results, and provenance chain records to build a live picture of where specific rare vintages are circulating, at what valuations, and with what authentication histories. It cross-references this against an internal collector registry that maps each account's cellar composition, acquisition cadence, and expressed preferences—never surfaced to the collector directly. When an allocation decision is being prepared, the system surfaces a ranked shortlist of collectors whose cellar profiles indicate a meaningful fit for the vintage in question, flags any provenance anomalies in bottles being considered for re-acquisition, and identifies secondary market activity that may signal a collector's readiness to deepen engagement. All outputs are delivered as structured briefing notes to the advisor, not as automated recommendations. The advisor reads, interprets, and discards what does not serve the narrative before any human contact occurs. The system does not communicate with collectors, does not generate client-facing copy, and does not automate any outreach. Its sole function is to sharpen the advisor's judgment before the encounter begins.","D2;D5;D1;D4","The core problem described is fundamentally about how Dom Pérignon relates to individual high-value collectors: mapping their cellar profiles, vintage preferences, and engagement histories to allocate rare vintages more relevantly and deepen relationship quality. This is a classic personalisation challenge—differentiating what is offered to whom, improving the relevance and exclusivity of client-facing interactions, and strengthening retention among a discerning collector base. The operational elements (secondary market intelligence, allocation optimisation) serve as inputs to the personalisation layer rather than constituting the problem itself. The additional constraint—that all algorithmic machinery must remain scenically invisible to preserve brand mystique—is a design requirement for how personalisation is implemented, not a reason to refuse the brief. The motivation profile (knowledgeable collectors seeking expert-level, cellar-specific access) and the emotional value orientation both confirm that tailoring the experience per client is central to solving the stated business problem.","runs\2026-08-21T13-19-57__030d3f"
"case_008","minus_loop","2","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","COHORT","LOW","LOW","House allocation managers and cellar archivists, at the moment of authenticating and routing rare vintage stock prior to any client encounter, through an internal inventory dashboard invisible to clients","The AI continuously cross-references secondary market transaction records, auction provenance chains, and storage-condition data against the house's own cellar ledgers to flag authentication anomalies, identify bottles with compromised or unverifiable provenance, and surface gaps or duplications in the documented custody chain. It produces a provenance confidence score for each lot, annotated with specific chain-of-custody discrepancies, which the archivist reviews and either accepts or overrides before the bottle is cleared for allocation. The system also passively maps which collector accounts have historically received allocations of specific vintages, so that when a cellar manager is preparing a release, they can see whether a given bottle would duplicate or complement what a collector already holds—without the system making any allocation recommendation itself. All outputs are internal working documents; the collector sees only the human-authored allocation letter and the authenticated bottle.","D2;D5;D1;D4","The core problem described is fundamentally about how Dom Pérignon relates to individual high-value collectors: understanding their cellar profiles, vintage preferences, and purchase histories to allocate rare library releases more relevantly and to deepen engagement through tailored experiential invitations. This is a client-relationship and relevance-of-offering problem, not an operational or supply-chain issue. The secondary market intelligence and CRM mapping are means to personalise which collectors receive access to which vintages—a classic allocation-personalisation challenge in ultra-luxury. The significant constraint around scenic invisibility and symbolic orchestration does not disqualify the use case; rather, it shapes how personalisation must be designed (entirely backstage, filtered through the Chef de Cave narrative, never exposing algorithmic logic to the client). The problem is well-suited to a personalisation concept that respects the brand's strict dramaturgical requirements while materially improving the depth and relevance of individual collector relationships.","runs\2026-08-21T13-20-37__45fe2f"
"case_008","llm_bands","0","PASS","AT_BACKSTAGE","Provenance Sentinel","BACKSTAGE","INDIVIDUAL","LOW","LOW","Cellar relations advisors, at the moment of authentication and allocation decision, through an internal case management interface invisible to the collector","The AI continuously cross-references the house's cellar ledger, secondary market transaction signals, and collector acquisition histories to flag provenance anomalies — storage condition gaps, chain-of-custody breaks, suspected grey-market diversion — before a bottle or case is confirmed for release or transfer. It also surfaces quiet signals about a collector's cellar maturity and acquisition cadence, allowing the advisor to judge whether a forthcoming vintage release is appropriate for that individual without exposing any algorithmic rationale. All outputs are presented as structured advisory notes to the human advisor, who exercises full discretion over whether and how to act. No output reaches the collector in any form; the advisor translates relevant judgement into natural conversation or a handwritten allocation letter.","D2;D5;D1;D4","The core business problem described is fundamentally about how Dom Pérignon relates to individual high-value collectors — specifically, how to deepen relationship relevance by matching rare vintage allocations to specific collector profiles, cellar histories, and vintage preferences, and how to engage these clients through personalised invitations and experiential access. This is a classic personalisation challenge: differentiating the offering per client to improve relationship depth, relevance, and retention among the brand's most valuable audience. The tension the brief identifies — preserving winemaking mystique while deploying algorithmic intelligence — is a design constraint on how personalisation should be implemented (invisibly, subordinated to brand narrative), not a reason to reject personalisation as the appropriate strategic lever. The dimensional profile reinforces this: strict scenic invisibility, emotional value orientation, and inconspicuous luxury motivation all point to a personalisation solution that must be carefully orchestrated but is nonetheless the right category of intervention for the stated problem.","runs\2026-08-21T13-21-16__c5846b"
"case_008","llm_bands","1","PASS","NON_BACKSTAGE","Harvest Signal Filter","BACKSTAGE","SEGMENT","LOW","LOW","Cellar and winemaking teams interact with an internal analytical layer during the post-harvest assessment and pre-release planning cycle, accessed through existing internal reporting tools with no dedicated AI interface surfaced to any client-facing role","The system ingests secondary market transaction data, auction lot performance, and collector acquisition patterns to produce anonymised, aggregated vintage appetite signals. These signals are delivered as structured inputs to the chef de cave's planning team before vintage declaration decisions are finalised. The output is a single curated briefing document per planning cycle, translated by an internal analyst into language aligned with the house's winemaking narrative before it reaches any human who communicates externally. The AI never touches allocation lists, collector identities, or client communications. Its sole function is to inform how much of a given vintage to hold in reserve versus release, and in what sequence, based on latent collector demand — decisions that are then owned entirely by the winemaking and heritage team and framed publicly through the house's established artistic vocabulary.","D1;D2;D5","The core problem described is fundamentally about how Dom Pérignon relates to individual high-value collectors: how it identifies them, understands their preferences and cellar profiles, allocates rare vintages to the right individuals, and deepens engagement through personalized access to library releases and invitation-only experiences. This is a classic personalisation challenge — matching scarce, differentiated offerings to specific clients based on their individual profiles and relationship history, while preserving the emotional and symbolic dimensions of the brand. The operational elements mentioned (secondary market intelligence, CRM mapping) are means to a personalisation end, not standalone operational problems like authentication or supply chain integrity. The significant constraint — that any personalisation logic must remain scenically invisible so as not to undermine the house's winemaking mystique — is itself a personalisation design challenge rather than a reason to refuse. The problem would be materially addressed by differentiating the offering per client, making this an appropriate case for personalisation strategy development.","runs\2026-08-21T13-22-01__ca8165"
"case_008","llm_bands","2","PASS","AT_BACKSTAGE","Provenance Signal Engine","BACKSTAGE","COHORT","LOW","LOW","The cellar master or allocation advisor, at the moment of preparing a collector outreach or responding to an acquisition inquiry, through an internal case management interface invisible to the client","The system continuously ingests secondary market transaction data, auction records, and provenance documentation to maintain a living authentication and rarity index for each vintage in the library. When a collector inquiry arrives or an allocation decision is being prepared, the system surfaces a structured provenance brief to the advisor: verified ownership chain, current secondary market absorption rate for that vintage, and a flag if the bottle's documented history contains gaps that would complicate authentication. No recommendation is generated; the system produces only verified factual context. The advisor reads this brief privately before any client contact, then exercises independent curatorial judgment about whether and how to proceed. The client receives no signal that the brief exists. All outputs are written in plain archival language, not scored or ranked, to prevent the advisor from treating the system as a decision engine rather than a reference.","D2;D5;D1;D4","The core problem described is fundamentally about how Dom Pérignon relates to individual high-value collectors: understanding their cellar profiles, vintage preferences, and engagement histories in order to allocate rare library releases more relevantly and deepen long-term relationships. This is a classic personalisation challenge—matching the right offering to the right client at the right moment—rather than an operational or supply-chain problem. The secondary market intelligence and CRM mapping serve the goal of differentiating the brand's outreach per collector, improving relevance, relationship depth, and retention among its most valuable clientele. The tension around preserving mystique is a design constraint on how personalisation should be implemented (invisibly, behind the scenes), not a reason to reject personalisation as the appropriate lens. All five dimensions reinforce that the solution must be a discreet, emotionally sensitive, backstage personalisation architecture—precisely the kind of challenge this system is designed to address.","runs\2026-08-21T13-22-52__c14096"
"case_008","baseline","0","PASS","PRE_BACKSTAGE","Cellar Oracle","BACKSTAGE","INDIVIDUAL","LOW","HIGH","Internal sales and relationship teams consult a proprietary intelligence dashboard prior to any collector outreach or allocation decision, with no direct client-facing surface","AI ingests global auction records, secondary market transaction volumes, bid patterns, and publicly available collector sentiment signals to build continuously updated profiles of high-value collectors, mapping their inferred cellar composition, vintage affinity, and acquisition cadence. The system surfaces ranked recommendations for which collectors should receive proactive contact about library releases or invitation-only events, and flags emerging secondary market appreciation trends for mature vintages such as Plénitude 2. All outputs are framed as advisory signals for human relationship managers, who exercise final judgement on outreach timing, tone, and offer.","","","runs\2026-08-21T13-23-39__e52391"
"case_008","baseline","1","PASS","PRE_BACKSTAGE","Cellar Intelligence Oracle","BACKSTAGE","INDIVIDUAL","LOW","HIGH","Internal sales and CRM teams, prior to any client engagement, working within a proprietary dashboard that aggregates secondary market signals and collector profile data","AI models continuously ingest global auction results, secondary market transaction volumes, provenance records, and collector sentiment signals to build dynamic appreciation curves for mature vintages including P2. The system cross-references these curves against an internal collector registry, inferring cellar composition, vintage affinity, and acquisition cadence for each high-value contact. It then surfaces ranked outreach recommendations to sales advisors, flagging which collectors are statistically most likely to respond to a library release offer or an invitation-only experience, and at what moment in the secondary price cycle that approach will feel most resonant rather than transactional.","","","runs\2026-08-21T13-23-46__021d0d"
"case_008","baseline","2","PASS","PRE_BACKSTAGE","Cellar Oracle","BACKSTAGE","INDIVIDUAL","LOW","HIGH","Internal sales and client relations teams consult a secure dashboard before outreach cycles, prior to any collector contact","AI ingests global auction house records, secondary market transaction data, lot provenance signals, and bid velocity across mature vintages to build continuously updated collector profiles. It surfaces which individuals hold significant positions in specific vintages, flags when secondary appreciation patterns suggest a collector may be receptive to a library release conversation, and ranks outreach priority by cellar affinity and purchasing cadence. No output is shared directly with collectors; it feeds advisor judgment only.","","","runs\2026-08-21T13-23-52__0237b5"
"case_009","full","0","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","COHORT","LOW","LOW","The dealership advisor, during a private client encounter, accessing an internal dashboard before and during the meeting — the client never sees or interacts with this surface","The AI continuously ingests structured provenance and authentication data — chassis records, prior ownership chains, Maranello production documentation, service histories, and allocation ledgers — and cross-references these against the specific models under discussion in a given client encounter. It surfaces anomalies, confirms authenticity gaps, and flags provenance narratives that are incomplete or unverifiable. It also identifies which documented details carry the highest symbolic weight for a collector of the client's known acquisition history — for instance, whether a car's race lineage is formally certified or merely attributed. All outputs are delivered as a private briefing note to the advisor before the encounter begins, and as a quietly updated sidebar during it. The AI produces no client-facing artefact. The advisor decides which details to surface, in what sequence, and with what framing. Nothing is automated into the conversation.","D2;D5;D1;D3","The problem described is fundamentally about how Ferrari relates to individual ultra-high-net-worth collectors: deepening relationship quality, improving the relevance and timing of bespoke and limited-edition offers, retaining a closed-loop client base, and doing all of this without compromising the emotionally intimate, human-centred character of the brand. These are classic personalisation challenges—anticipating what to offer to whom, enriching advisor knowledge of each client's history and preferences, and ensuring consistency of experience across touchpoints. The operational constraint that AI must remain invisible behind human advisors does not disqualify the use case; it shapes how personalisation should be designed. The brief is not about authentication, supply chain, sizing, or inventory optimisation in a generic sense; it is about using client-level intelligence to strengthen individual relationships and reduce attrition among the brand's most valuable collectors. Personalisation is well-suited to address this problem.","runs\2026-08-21T13-23-58__c1ec95"
"case_009","full","1","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","INDIVIDUAL","LOW","LOW","The dealership advisor, during a client encounter, consulting an internal dashboard that surfaces authenticated vehicle history, allocation status, and collector-relevant context before and during conversation—never visible to the client","At the moment a specific vehicle enters discussion during a client visit, the AI cross-references that vehicle's documented provenance chain—prior custodians, competition history, factory build records, restoration authenticity markers—against the collector's known acquisition history and stated preferences held in the CRM. It surfaces a concise, ranked brief to the advisor: which provenance details are most likely to resonate with this particular collector based on their documented pattern of past purchases and expressed interests, and flags any authentication gaps or inconsistencies in the vehicle's history that require resolution before the encounter proceeds. The output is a structured internal note, not a script. The advisor reads it, discards what does not fit the live conversation, and translates the remainder into their own words and judgment. The AI does not generate client-facing language. It does not trigger any automated communication. It does not record or score the conversation as it unfolds.","D2;D5;D1;D4","The problem described is fundamentally a personalisation challenge: how to deepen and sustain one-to-one relationships with an ultra-high-net-worth collector base, anticipate individual demand for limited and bespoke models, and deliver relevance in outreach—all while preserving the emotionally intimate, human-centred character of the client experience. The tension at the heart of the brief is not operational but relational: it asks how AI-driven intelligence can enhance the quality, consistency, and anticipatory power of clienteling without surfacing algorithmic mediation to collectors who value personal passion and human camaraderie above all. Every dimension of the profile—strict scenic invisibility, emotional consumption value, inconspicuous motivation, and strong symbolic orchestration—reinforces that the solution must be a carefully designed personalisation layer that empowers human advisors rather than replacing them. This is a textbook case for personalisation strategy in the luxury context.","runs\2026-08-21T13-24-40__827ae3"
"case_009","full","2","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","COHORT","LOW","LOW","The client advisor, immediately before and during a collector encounter, via a secure internal dashboard visible only to the advisor","During the encounter — while a collector is present at the atelier or dealership — the system continuously cross-references the live conversation context (vehicle under discussion, allocation status, known ownership history) against a structured provenance and inventory graph. This graph maps chassis histories, prior ownership chains, documented race or competition lineage, restoration records, and current authenticated condition across the house's managed inventory and secondary market intelligence. When the advisor is discussing a specific vehicle or allocation, the system surfaces authenticated provenance facts, flags any gaps or anomalies in documentation, and identifies whether a vehicle's history carries symbolic weight — competition heritage, a notable prior custodian, a specific production sequence — that the advisor can introduce naturally into conversation. The AI does not compose talking points or scripts; it returns structured factual records with confidence scores and source references. The advisor decides which facts are worth raising, how to frame them, and when silence is more appropriate than disclosure. The system also monitors allocation pipeline data and flags if a vehicle the collector has expressed interest in is approaching a decision point, giving the advisor time to prepare rather than react. No output reaches the client in any form; all client-facing language originates with the human advisor.","D2;D5;D1;D3","The problem described is fundamentally about how Ferrari relates to individual ultra-high-net-worth collectors — deepening relationship quality, anticipating individual demand for limited and bespoke models, improving the relevance and timing of outreach, and retaining a closed-loop clientele where over 80% of sales go to existing owners. These are classic personalisation challenges: matching the right offering to the right client at the right moment, while preserving the emotional and human character of the relationship. The constraint that AI must remain scenically invisible behind human advisors adds design complexity but does not change the nature of the problem; it simply shapes how personalisation should be delivered. This is not an operational or authentication issue — it is a client relationship and experience problem that personalisation is well-suited to address.","runs\2026-08-21T13-25-20__24479b"
"case_009","minus_critic","0","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","INDIVIDUAL","LOW","LOW","The dealer relationship manager, in the moments immediately before and during a client encounter, via an internal advisory dashboard that is never visible to the client","During an active or imminent client encounter, the AI cross-references the collector's acquisition history, service records, and documented preferences against current inventory status and authenticated provenance data for relevant vehicles or bespoke configurations under discussion. It surfaces discrete, factual signals to the relationship manager: gaps in a collector's documented series, provenance anomalies requiring clarification, or configuration details that align with prior bespoke choices the client has made. These signals are delivered as plain informational notes, not as scripted talking points. The relationship manager decides what is relevant, how to frame it, and whether to raise it at all. The AI performs no client-facing action and generates no output that leaves the internal system.","D2;D5;D3;D4","The core business problem is squarely a personalisation challenge: Ferrari needs to deepen and sustain individual relationships with an ultra-high-net-worth collector base, anticipate each client's appetite for limited and bespoke models, and deliver relevance in outreach—all while keeping the AI layer invisible behind human-centred interactions. This is not an operational or authentication problem; it concerns how the brand relates to each client individually, the quality and consistency of the client experience, and retention of a closed, repeat-buyer community. The dimensional profile—strict scenic invisibility, emotional value orientation, inconspicuous-insider motivation, and strong symbolic control—actually makes the personalisation design more demanding, but it does not disqualify it. Rather, it defines the constraints within which a backstage personalisation system must operate. Personalisation directly addresses the stated difficulty: surfacing the right opportunity to the right collector at the right moment, through the right human intermediary, without the client ever sensing algorithmic mediation.","runs\2026-08-21T13-26-00__271e3c"
"case_009","minus_critic","1","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","INDIVIDUAL","LOW","LOW","The client advisor, immediately before and during a collector encounter, via an internal dashboard that is never visible to or mentioned to the collector","During the encounter—typically a factory visit, a bespoke configuration session, or a delivery ceremony—the system silently cross-references the collector's ownership history, service records, and authenticated provenance chain for vehicles they have consigned or sold, against current inventory status and forthcoming allocation windows. It flags any gaps, anomalies, or authentication questions in the provenance record of cars under discussion, and surfaces a prioritised digest of factual inventory signals: which chassis are confirmed available, which are pending authentication, and which have provenance documentation that requires advisor attention before commitment can be made. These outputs are delivered as a structured internal note to the advisor before the meeting begins, and updated silently if new authentication data arrives mid-encounter. The system does not generate conversation prompts, does not score or rank the collector, and does not propose relationship actions. It produces only verified inventory and provenance facts. The advisor decides what to say, when to say it, and how to frame it within the relational register of the conversation.","D2;D5;D3;D1","The problem described is fundamentally about how Ferrari relates to individual collectors—deepening relationship quality, anticipating what each client desires, retaining ultra-high-net-worth repeat buyers, and ensuring that the experience of being a Ferrari collector feels personally curated rather than algorithmically managed. This is a classic personalisation challenge: differentiating the brand's offering, outreach, and relational posture on a per-client basis while preserving the emotional authenticity that defines the collector-brand bond. The dimensional profile reinforces this: the strict scenic invisibility requirement means personalisation must be backstage, the emotional consumption orientation means relevance must feel organic rather than data-driven, and the UNM motivation profile means the system must respect the private, insider nature of the community. All of these are design constraints for a personalisation solution, not reasons to refuse one. The problem is not operational (authentication, supply chain, sizing) but relational, making personalisation the appropriate lens through which to address it.","runs\2026-08-21T13-26-35__dd4c4f"
"case_009","minus_critic","2","PASS","AT_BACKSTAGE","Provenance Intelligence Layer","BACKSTAGE","INDIVIDUAL","LOW","LOW","The client advisor, during a collector encounter or allocation conversation, consulting an internal briefing surface invisible to the client","At the moment a client encounter is scheduled or underway, the system silently aggregates and cross-references the provenance, authentication status, and ownership lineage of every vehicle in the collector's history alongside any current inventory candidates under consideration. It flags inconsistencies in documentation, surfaces undisclosed prior ownership chains, verifies chassis and engine number integrity against factory records, and identifies whether a candidate vehicle's history aligns with the collector's established acquisition pattern. Outputs are delivered as a structured internal briefing note to the advisor before or during the encounter — never surfaced to the client — allowing the advisor to speak with authoritative precision about a vehicle's history without revealing the source or mechanism of that knowledge. The system does not generate recommendations or personalization signals; it performs verification and synthesis of factual provenance data, which the advisor then translates into confident, human-voiced assurance.","D2;D5;D3;D1","The problem described is fundamentally about how Ferrari relates to individual ultra-high-net-worth collectors: deepening relationship quality, anticipating what each client desires in terms of limited and bespoke models, retaining the most valuable repeat buyers, and ensuring the consistency and emotional authenticity of the client experience across touchpoints. These are classic personalisation challenges—matching the right offering to the right client at the right moment, enriching advisor knowledge of individual preferences, and sustaining long-term loyalty within a closed, relationship-driven ecosystem. The added complexity of maintaining scenic invisibility (keeping AI backstage so the human-centred emotional pact is preserved) does not disqualify personalisation; it shapes how personalisation must be designed and delivered. This is not an operational problem of authentication, supply chain, or inventory mechanics; it is a relational problem where differentiating the brand's engagement per client is the core lever.","runs\2026-08-21T13-27-11__589823"
"case_009","minus_loop","0","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","COHORT","LOW","LOW","The dealership advisor, during a client encounter involving allocation discussion or bespoke commission, accessing a secure internal dashboard on a device the client never sees","During an active client encounter, the AI silently cross-references the house's authenticated provenance records, ownership history, and production documentation for any vehicle under discussion—whether a current allocation candidate or a collector's existing asset. It surfaces discrepancies, gaps in chain of custody, or unverified modification claims before the advisor speaks to them, and it flags which details in the vehicle's history carry the highest narrative weight for this specific collector based on their documented acquisition pattern. The advisor receives a concise, plain-language brief on a private screen: what is verified, what is uncertain, and which provenance points are worth foregrounding in conversation. No output reaches the client directly. The system does not score the client, generate a recommendation the client would recognise as personalised, or alter the visible encounter in any way. It functions purely as an authentication and contextual memory layer that allows the human advisor to speak with precision and confidence about provenance without consulting visible reference materials or pausing the conversation.","D2;D5;D1;D3","The problem described is fundamentally about how Ferrari relates to individual ultra-high-net-worth collectors: deepening relationship quality, improving the relevance of allocation and outreach decisions per client, anticipating individual demand for bespoke and limited models, and retaining the most valuable clients—all while preserving the human-centred emotional character of those relationships. These are classic personalisation challenges. The dimensional profile reinforces this: the brand requires AI to remain scenically invisible behind human advisors, the motivation profile centres on insider access rather than broadcast status, and the consumption value is emotionally led. The tension the brief articulates—leveraging data-driven intelligence without making intimate relationships feel algorithmic—is precisely the kind of nuanced personalisation design problem the system is built to address. This is not an operational or authentication issue; it is a client-relationship and experience-relevance problem that warrants proceeding.","runs\2026-08-21T13-28-17__941a8a"
"case_009","minus_loop","1","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","INDIVIDUAL","LOW","LOW","The client relationship manager, during a private allocation or bespoke commission conversation, accessing an internal briefing surface before and during the encounter — never visible to the collector","At the moment a collector interaction is scheduled or initiated, the system silently cross-references the collector's documented ownership history, service records, configurator sessions, prior allocation decisions, and authenticated third-party provenance data for vehicles they have sold or retained. It surfaces a structured internal brief to the relationship manager: which chassis in the current or forthcoming allocation cycle carry provenance threads — prior owners, race lineage, coachbuilder heritage — that are objectively relevant to this collector's demonstrated pattern of interest. The brief also flags any authentication gaps or provenance anomalies in vehicles the collector may be considering on the secondary market, giving the manager factual grounding to guide the conversation without appearing to consult a system. The AI produces no recommendation language, no suggested scripts, and no personalisation visible to the collector. It produces structured factual provenance data, silently, before the human performance begins.","D2;D5;D1;D4","The problem described is fundamentally about how Ferrari relates to individual collectors—deepening relationship quality, anticipating what each client desires, retaining ultra-high-net-worth buyers, and ensuring the relevance and emotional resonance of every touchpoint. These are classic personalisation challenges: differentiating the offering, outreach, and experience per client in a way that strengthens loyalty and perceived intimacy. The added complexity—that algorithmic mediation must remain invisible so as not to erode the emotionally charged, human-to-human bond—makes this an especially nuanced personalisation problem rather than an operational or authentication issue. The dimensional profile (strict scenic invisibility, emotional-led consumption, inconspicuous motivation, strong symbolic orchestration) further confirms that the core difficulty lies in calibrating how personalisation is delivered, not whether personalisation is the right lens. This is an appropriate problem for a personalisation strategy to address.","runs\2026-08-21T13-28-55__5f2a39"
"case_009","minus_loop","2","ESCALATE","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","INDIVIDUAL","LOW","LOW","The advisor, in the moments before and during a client encounter, via an internal-only dashboard that is never shown to or mentioned to the collector","During active client encounters—whether at the atelier, a handover appointment, or a private preview—the AI continuously cross-references the collector's ownership history, service records, bespoke commission logs, and authenticated provenance data against the current inventory of available or forthcoming limited units. It surfaces, exclusively to the advisor's private interface, a ranked set of provenance-coherent connections: for example, noting that a specific chassis number in current inventory shares a coachbuilder lineage with a car the collector acquired twelve years prior, or that a paint formulation being offered was last used on a unit the collector's documented circle has tracked. The AI does not generate recommendations in consumer-facing language; it generates structured provenance links and factual inventory attributes that the advisor can choose to weave, or not weave, into conversation as naturally recalled knowledge. All outputs require advisor judgment before use. Nothing is automated into client communication. The system also flags authentication anomalies in the collector's documented holdings—gaps in service history, inconsistent chassis records—so the advisor can address these discreetly as a service gesture rather than a transactional prompt.","D2;D5;D3;D1","The problem is squarely a personalisation challenge. Ferrari's core difficulty is how to deepen and sustain one-to-one relationships with an ultra-high-net-worth collector base—anticipating individual preferences, timing bespoke offers, and maintaining relevance across a lifetime of repeat purchases—while ensuring the AI layer remains invisible behind human advisors. This is not an operational or authentication problem; it concerns the quality, consistency, and emotional resonance of the brand's relationship with each individual client. The dimensional profile reinforces the fit: the strict scenic-invisibility requirement, emotional-led value orientation, and inconspicuous-luxury motivation profile all point to a context where personalisation must be executed with exceptional subtlety, but where it is nonetheless the right lever. Differentiating the offering and outreach per client directly addresses the stated risk of attrition and the opportunity to anticipate demand for limited and bespoke models.","runs\2026-08-21T13-29-45__a9cb6e"
"case_009","llm_bands","0","PASS","AT_BACKSTAGE","Provenance Signal Layer","BACKSTAGE","INDIVIDUAL","LOW","LOW","The client advisor, immediately before and during a bespoke allocation or handover encounter, via an internal briefing interface invisible to the client","During the encounter — while the client is present in the atelier, workshop, or delivery suite — the AI continuously cross-references the vehicle's production record, component authentication chain, and bespoke specification history against the house's internal archive. It surfaces any provenance anomalies, specification deviations from the client's original commission brief, or authentication gaps as discrete alerts to the advisor's private interface. It also flags contextual details — prior vehicles owned, specific configuration choices made across the collector's history — that the advisor can weave into the handover narrative as organic, human-recalled knowledge. The AI does not generate scripts or talking points; it surfaces verified factual anchors that the advisor selects, interprets, and delivers in their own voice. All outputs are read-only signals to the advisor; nothing is automated toward the client.","D2;D5;D3;D4","The problem described is fundamentally a personalisation challenge: how to deepen and sustain one-to-one relationships with an ultra-exclusive collector base, anticipate individual demand for bespoke and limited models, and tailor outreach—all while preserving the emotionally intimate, human-centred character of the brand. The core tension is not operational (production, authentication, supply chain) but relational: ensuring that AI-augmented clienteling enhances relevance and relationship quality without surfacing the machinery behind it. Every dimension of the brief—repeat-client retention, allocation decisions informed by individual collector profiles, prediction of personal interest in Special Projects, and the strict requirement for scenic invisibility—points to a personalisation use case that must be handled with exceptional sensitivity to the brand's emotional and symbolic fabric. This is precisely the kind of problem where thoughtful, backstage personalisation can add genuine value.","runs\2026-08-21T13-30-40__b24648"
"case_009","llm_bands","1","PASS","AT_BACKSTAGE","Provenance Ledger","BACKSTAGE","SEGMENT","LOW","LOW","The advisor, during a private encounter with a collector, consults an internal reference tool on a non-client-facing device before or between conversation moments","The system maintains a continuously updated reference layer covering marque-wide production facts: historical colour code frequencies across total production runs, allocation window timing patterns by model series, authentication status and chain-of-custody records for specific chassis numbers, and population statistics for factory option combinations across the entire marque. When an advisor is preparing for or conducting an encounter, they can query this layer to retrieve accurate, current facts about a vehicle or configuration under discussion — for example, how many examples of a given exterior specification were built across all markets, or whether a particular chassis provenance record is complete. The system does not cross-reference the collector's personal ownership history, preference sequences, or prior commission patterns. It operates as a marque-level reference instrument, not a per-collector intelligence layer. All outputs are factual and static relative to the marque's production record; the advisor selects which facts are relevant to the conversation and introduces them in their own voice as part of natural dialogue.","D2;D4;D5","The problem is squarely a personalisation challenge: Ferrari needs to deepen and sustain one-to-one relationships with an ultra-high-net-worth collector base, anticipate individual demand for limited and bespoke models, and ensure the relevance and consistency of each client's experience—all without letting the underlying AI tooling become visible to the client. This is not an operational or supply-chain issue; it concerns how the brand relates to individual collectors, how it sequences offers and allocations to retain loyalty, and how it preserves emotional intimacy at scale. The dimensional profile—strict scenic invisibility, emotional-led value, inconspicuous motivation, and strong symbolic control—adds complexity but does not disqualify personalisation; rather, it defines the constraints any personalisation concept must respect. Personalisation is the appropriate lever because the core difficulty is matching the right offer to the right collector at the right moment through a human-mediated relationship, which is a classic clienteling and relationship-depth problem.","runs\2026-08-21T13-31-25__78de7d"
